_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above:confidence,orig__golden,fieldname_gold,fieldname_gold_reason,please_identify_if_the_sentence_is_a_gender_generalization_refer_to_the_rules_provided_above_gold,sentence,source
2268314828,FALSE,finalized,3,5/2/2019 4:20,not_a_gender_generalization,0.6864,,,,,"But at all events the identification of heir and ancestor still approached the nature of a universal succession in the time of Bracton, as is shown by another statement of his.",Common Law
2268314829,FALSE,finalized,3,5/2/2019 3:54,gender_generalization,0.674,,,,,"But besides this, for which a condition [320] was not necessary, A may take his choice between two courses.",Common Law
2268314830,FALSE,finalized,3,5/2/2019 3:23,gender_generalization,0.6747,,,,,"But conceding that a stock dividend represented a gain, the Justice concluded that the only gain taxable as income under the amendment was a gain, a profit, something of exchangeable value _proceeding from_ the property, _severed from_ the capital however invested or employed, and _coming in_, being '_derived_,' that is, _received_ or _drawn by_ the recipient [the taxpayer] for his _separate_ use, benefit, and disposal; * * *.",Constitution Analysis
2268314831,FALSE,finalized,3,5/2/2019 3:57,gender_generalization,1,,,,,But every opinion which a juror may entertain does not necessarily disqualify him.,Constitution Analysis
2268314832,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,0.6867,,,,,"But he who is intelligent and prudent does not act at his peril, in theory of law.",Common Law
2268314833,FALSE,finalized,3,5/2/2019 4:07,not_a_gender_generalization,0.6693,,,,,"But how can the Apiarian, if he delays the formation of artificial swarms until nearly the season for natural swarming, be sure that his bees will not swarm in the usual way?",honey bee
2268314834,FALSE,finalized,3,5/2/2019 14:05,not_a_gender_generalization,0.6835,,,,,"But if insanity of a pronounced type exists, manifestly incapacitating the sufferer from complying with the rule which he has broken, good sense would require it to be admitted as an excuse.",Common Law
2268314835,FALSE,finalized,3,5/2/2019 4:02,not_a_gender_generalization,0.6764,,,,,"But if no such excuse is shown, and the defendant has voluntarily acted, he must answer [84] for the consequences, however little intended and however unforeseen.",Common Law
2268314836,FALSE,finalized,3,5/2/2019 3:53,not_a_gender_generalization,1,,,,,"But if subjects of the king broke the prison, the defendant would be liable, for they are not enemies, but traitors, and then, it is implied, the defendant would have a right of action against them, and therefore would himself be answerable.",Common Law
2268314837,FALSE,finalized,3,5/2/2019 3:31,gender_generalization,1,,,,,"But in a republic, where every magistrate ought to be personally responsible for his behavior in office the reason which in the British Constitution dictates the propriety of a council, not only ceases to apply, but turns against the institution.",Federalists
2268314838,FALSE,finalized,3,5/2/2019 3:50,gender_generalization,0.6505,,,,,"But in some cases the defendant's conduct may not have been morally wrong, and yet he may have chosen to inflict the harm, as where he has acted in fear of his life.",Common Law
2268314839,FALSE,finalized,3,5/2/2019 4:20,gender_generalization,0.676,,,,,"But it does not matter to a man whether he acts at his own peril or not, unless harm comes of it, and there must always be some one within reach of the consequences of the act before any harm can be done.",Common Law
2268314840,FALSE,finalized,3,5/2/2019 3:23,gender_generalization,1,,,,,"But it is also true that the Amendment does not prohibit an elector's announcing his choice beforehand, pledging himself.",Constitution Analysis
2268314841,FALSE,finalized,3,5/2/2019 3:44,not_a_gender_generalization,0.6685,,,,,"But it is easy to show, that every advantage to be expected from such an arrangement would, in substance, be derived from the power of nomination, which is proposed to be conferred upon him; while several disadvantages which might attend the absolute power of appointment in the hands of that officer would be avoided.",Federalists
2268314842,FALSE,finalized,3,5/2/2019 3:46,gender_generalization,1,,,,,"But it often happens, especially in modern law, that a person acquires and is allowed to enforce a special right, although that facts which give rise to it are not true of him, or are true of him only in part.",Common Law
2268314843,FALSE,finalized,3,5/2/2019 12:30,not_a_gender_generalization,0.6866,,,,,"But it was answered that the defendant committed a wrongful act when he surcharged the boat, and the objection was overruled.",Common Law
2268314844,FALSE,finalized,3,5/2/2019 3:37,not_a_gender_generalization,0.6678,,,,,"But it will be enough for the purposes of this general survey to deal with bilateral contracts, where there are undertakings on both sides, and where the condition implied in favor of one party is that the other shall make good what he on his part has undertaken.",Common Law
2268314845,FALSE,finalized,3,5/2/2019 12:38,gender_generalization,1,,,,,"But just as we have seen that the executor is still said to represent the person of his testator, the heir was said to represent the person of his ancestor in the time of Edward I.",Common Law
2268314846,FALSE,finalized,3,5/2/2019 3:53,gender_generalization,0.6903,,,,,"But no one has any idea how cross, crooked, and contrary a creature can be, until he wishes it to repeat for him some ordinary things that it has hitherto done hourly.",boy scouts 
2268314847,FALSE,finalized,3,5/2/2019 3:27,gender_generalization,1,,,,,"But notwithstanding this fact, the average public Mind Reader, in spite of his sensational additions, generally gives his audience enough of the real thing to render his performance of sufficient scientific interest to make it worthy of attendance by the earnest student of the subject.",mind reading
2268314848,FALSE,finalized,3,5/2/2019 3:24,gender_generalization,1,,,,,"But notwithstanding this per totam curiam, the defendant shall be charged on his general receipt at York, according to Southcote's Case.",Common Law
2268314849,FALSE,finalized,3,5/2/2019 3:27,gender_generalization,0.6817,,,,,"But our Supreme Court has long recognized that a person may bind a ship, when he could not bind the owners personally, because he was not the agent.",Common Law
2268314850,FALSE,finalized,3,5/2/2019 4:21,not_a_gender_generalization,1,,,,,But she does not salute when she herself           is singing.,girl scouts
2268314851,FALSE,finalized,3,5/2/2019 3:46,not_a_gender_generalization,0.6686,,,,,But such has not been the fact.,Common Law
2268314852,FALSE,finalized,3,5/2/2019 15:10,not_a_gender_generalization,1,,,,,But the act of walking does not throw the peril of all possible consequences upon him.,Common Law
2268314853,FALSE,finalized,3,5/2/2019 3:04,not_a_gender_generalization,0.6863,,,,,"But the bailee holds in his own as we say, following the Roman idiom, and the servant or agent holding as such does not.",Common Law
2268314854,FALSE,finalized,3,5/2/2019 3:39,not_a_gender_generalization,0.6275,,,,,"But the defendant may not even have intended to set the fire, and his conduct and intent may have been simply to fire a gun, or, remoter still, to walk across a room, in doing which he involuntarily upset a bottle of acid.",Common Law
2268314855,FALSE,finalized,3,5/2/2019 3:33,gender_generalization,0.6365,,,,,"But the philosophical analysis of every wrong begins by determining what the defendant has actually chosen, that is to say, what his voluntary act or conduct has been, and what consequences he has actually contemplated as flowing from them, and then goes on to determine what dangers attended either the conduct under the known circumstances, or its contemplated consequence under the contemplated circumstances.",Common Law
2268314856,FALSE,finalized,3,5/2/2019 2:46,not_a_gender_generalization,0.6923,,,,,"But there is this practical difference, that whereas, in most cases, the question of knowledge is a question of the actual condition of the defendant's consciousness, the question of what he might have foreseen is determined by the standard of the prudent man, that is, by general experience.",Common Law
2268314857,FALSE,finalized,3,5/2/2019 3:43,not_a_gender_generalization,0.68,,,,,"But to this it was answered that possession was protected against disturbance by fraud as well as by force, and his view is discredited.",Common Law
2268314858,FALSE,finalized,3,5/2/2019 3:56,gender_generalization,0.6667,,,,,"But when the former possessor has already gained a right of way before he is turned out, a new principle comes into operation.",Common Law
2268314859,FALSE,finalized,3,5/2/2019 4:05,not_a_gender_generalization,1,,,,,"But, according to the testimony, the defendant signed without knowing that the plaintiff was to alter his position in any way on the faith of the signature, and it was held that, if that story was believed, there was no consideration.",Common Law
2268314860,FALSE,finalized,3,5/2/2019 4:04,gender_generalization,1,,,,,"But, again, suppose that the vessel, instead of being under lease, is in charge of a pilot whose employment is made compulsory by the laws of the port which she is just entering.",Common Law
2268314861,FALSE,finalized,3,5/2/2019 12:29,not_a_gender_generalization,0.6879,,,,,"But, having the money for a paid up policy, could not the young man, without any expense for clerk hire or rent, invest it, and reinvest it with the interest, as long as he lived, and thus make by insuring himself?",Business Hints for Men and Women
2268314862,FALSE,finalized,3,5/2/2019 3:12,gender_generalization,0.69,,,,,"But, in the height of the swarming season, if any considerable number of colonies is kept, the Apiarian, to guard against serious losses, should either be always on the spot himself, or have some one who can be entrusted with the care of his bees.",honey bee
2268314863,FALSE,finalized,3,5/2/2019 4:11,gender_generalization,1,,,,,"By breathing a little loud the other person will catch your time, so that it is not necessary for you to instruct him in the science or theory of Rhythmic Breathing.",mind reading
2268314864,FALSE,finalized,3,5/2/2019 15:10,not_a_gender_generalization,0.6602,,,,,"By instructions from the President, he was afterwards authorized to employ Joseph Donaldson as agent in that business.",Constitution Analysis
2268314865,FALSE,finalized,3,5/2/2019 12:30,not_a_gender_generalization,0.6748,,,,,"By section 67 of the Organic Act of April 30, 1900,[84] the Territorial Governor is authorized in case of rebellion or invasion, or imminent danger thereof, when the public safety requires it, [to] suspend the privilege of the writ of _habeas corpus_, or place the Territory, or any part thereof, under martial law until communication can be had with the President and his decision thereon made known.",Constitution Analysis
2268314866,FALSE,finalized,3,5/2/2019 4:10,gender_generalization,0.6814,,,,,"By the aid of such hives, some of the most intelligent citizens of Philadelphia have seen in my Apiary, the queen bee depositing her eggs in the cells, and constantly surrounded by an affectionate circle of her devoted children.",honey bee
2268314867,FALSE,finalized,3,5/2/2019 3:06,gender_generalization,0.6711,,,,,"By the use of my hives, the bee-keeper can easily multiply very rapidly, the number of his colonies, as soon as he finds, not merely that money can be made by keeping bees, but _that he can make it_.",honey bee
2268314868,FALSE,finalized,3,5/2/2019 12:29,not_a_gender_generalization,0.6631,,,,,Can you tell why the rabbit puts his hind feet down ahead of his front ones as he runs?,girl scouts
2268314869,FALSE,finalized,3,5/2/2019 16:29,gender_generalization,1,,,,,"CAPITALISTS The capitalist not only has money of his own to invest, but he may and very often does need more money properly to exploit the enterprises in which he is engaged.",Business Hints for Men and Women
2268314870,FALSE,finalized,3,5/2/2019 3:42,gender_generalization,1,,,,,Certain well defined duties to perform for her Patrol.,girl scouts
2268314871,FALSE,finalized,3,5/2/2019 3:16,not_a_gender_generalization,1,,,,,"Chief Justice [183] Popham probably borrowed his distinction between paid and unpaid bailees from that work, where common carriers are mentioned as an example of the former class.",Common Law
2268314872,FALSE,finalized,3,5/2/2019 4:17,not_a_gender_generalization,0.6458,,,,,"Chief Justice Crew says of this case, in Millen v. Fawdry, that the opinion was that trespass lies, because he did not plead that he did his best endeavor to hinder their falling there; yet this was a hard case.",Common Law
2268314873,FALSE,finalized,3,5/2/2019 3:35,not_a_gender_generalization,0.6863,,,,,"Chief Justice Stone indicated that any other construction would raise grave constitutional doubts,[154] while in a concurring opinion, Justice Murphy asserted unequivocally that the act would be inconsistent with the Fifth Amendment if the bargaining agent, acting under color of federal authority, were permitted to discriminate against any of the persons he was authorized to represent.",Constitution Analysis
2268314874,FALSE,finalized,3,5/2/2019 13:11,gender_generalization,0.6608,,,,,"Citing as an example the act of June 17, 1902[1537] where all moneys received from the sale and disposal of public lands in a large number of States and territories were set aside as a special fund to be expended under the direction of the Secretary of the Interior upon such projects as he determined to be practicable and advisable for the reclamation of arid and semi-arid lands within those States and territories, the Court declared: The constitutionality of this delegation of authority has never been seriously questioned.",Constitution Analysis
2268314875,FALSE,finalized,3,5/2/2019 3:37,not_a_gender_generalization,0.6678,,,,,"Citric acid crystals may be used in lieu of lemons when going light, but the flavor is not so good as that of lemonade powder that one can put up for himself.",girl scouts
2268314876,FALSE,finalized,3,5/2/2019 16:29,not_a_gender_generalization,1,,,,,"Close stoves he     has most appropriately styled little demons, and impure air The     favorite poison of America.",honey bee
2268314877,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,1,,,,,"Coke, in his Commentary on Littleton (385 a), takes a distinction between a warranty, which binds the party to yield lands in recompense, and a covenant annexed to the land, which is to yield but damages.",Common Law
2268314878,FALSE,finalized,3,5/2/2019 4:06,gender_generalization,0.6549,,,,,"Commonsense will tell the scout that he must waste no time, however, when there is severe bleeding, or in case of poisoning.",boy scouts 
2268314879,FALSE,finalized,3,5/2/2019 3:51,gender_generalization,1,,,,,"confidence, and privity:... as I say, if there be not privity or confidence, [408] then there can be no use: and hence if the feoffees make a feoffment to one who has notice of the use, now the law will adjudge him seised to the first use, since there is sufficient privity between the first feoffor and him, for if he [i.e.",Common Law
2268314880,FALSE,finalized,3,5/2/2019 15:41,gender_generalization,0.6549,,,,,"Congress had levied, according to the rule of uniformity, a specific tax upon all carriages, for the conveyance of persons, which shall be kept by, or for any person, for his own use, or to be let out for hire, or for the conveying of passengers.",Constitution Analysis
2268314881,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,1,,,,,"Congress may provide for immediate seizure of property which the President or his agent determines to be enemy property, leaving the question of enemy ownership to be settled later at the suit of a claimant.",Constitution Analysis
2268314882,FALSE,finalized,3,5/2/2019 12:38,gender_generalization,1,,,,,"CONGRESSIONAL REPEAL OF TREATIES It is in respect to his contention that when it is asked to carry a treaty into effect Congress has the constitutional right, and indeed the duty, to determine the matter according to its own ideas of what is expedient, that Madison has been most completely vindicated by developments.",Constitution Analysis
2268314883,FALSE,finalized,3,5/2/2019 3:42,gender_generalization,0.6672,,,,,"Consequently the owner of a slave had the same right to seize and repossess him in another State, as the local laws of his own State conferred upon him, and a State law which penalized such seizure was held unconstitutional.",Constitution Analysis
2268314884,FALSE,finalized,3,5/2/2019 13:04,gender_generalization,0.6346,,,,,"Conversely as to the benefit of warranties made to a deceased grantee, his heir was the only person interested to enforce such warranties, because the land descended to him.",Common Law
2268314885,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.6863,,,,,"Conversely, the President is not obliged by this clause to impart information which, in his judgment, should in the public interest be withheld.",Constitution Analysis
2268314886,FALSE,finalized,3,5/2/2019 13:04,gender_generalization,1,,,,,"Corruption of blood as a result of attainder of treason was cited as an example of the former and was defined as the disability of any of the posterity of the attainted person to claim any inheritance in fee simple, either as heir to him, or to any ancestor above him.",Constitution Analysis
2268314887,FALSE,finalized,3,5/2/2019 3:38,not_a_gender_generalization,1,,,,,"de sa cure; and upon this argument the writ was adjudged good, Thorpe, J. saying that he had seen a man indicted for killing a patient by want of care (default in curing), whom he had undertaken to cure.",Common Law
2268314888,FALSE,finalized,3,5/2/2019 13:03,gender_generalization,1,,,,,"Demonstrate ability to observe quickly and           accurately by describing the contents of a room or           a shop window, _or_ a table with a number of           objects upon it, after looking a short time, (not           more than ten seconds); _or_ describe a passer-by           so that another person could identify him; _or_           prove ability to make a quick rough report on the           appearance and landmarks of a stretch of country,           not to exceed one-quarter of a mile and to be           covered in not more than five minutes.",girl scouts
2268314889,FALSE,finalized,3,5/2/2019 4:10,not_a_gender_generalization,0.6651,,,,,"Details like the following should be chosen to develop the scout's observation and to encourage him to look far and near, up and down, etc.",boy scouts 
2268314890,FALSE,finalized,3,5/2/2019 14:40,not_a_gender_generalization,0.6923,,,,,"Did you ever watch sticklebacks build their barrel-like nest, or the Paradise fish his floating nest, and the father fish take all the care of the young?",boy scouts 
2268314891,FALSE,finalized,3,5/2/2019 3:59,gender_generalization,1,,,,,"Dies in her fourth year, 52.",honey bee
2268314892,FALSE,finalized,3,5/2/2019 12:30,not_a_gender_generalization,1,,,,,"Diplomacy, they said, was now at an end and the President himself had appealed to Congress to provide a solution for the Cuban situation.",Constitution Analysis
2268314893,FALSE,finalized,3,5/2/2019 15:39,not_a_gender_generalization,0.6686,,,,,"Directly the instructor sees a scout, he directs him to stand up as having failed.",boy scouts 
2268314894,FALSE,finalized,3,5/2/2019 3:18,not_a_gender_generalization,0.6498,,,,,"Dissenting for himself and Justices Black and Rutledge, Justice Douglas declared that, under the authority of Williams _v._ Kaiser, 323 U.S. 471, 476 (1945), if * * * [the] defendant is not capable of making his own defense, it is the duty of the Court, at least in capital cases, to appoint counsel, whether requested so to do or not.",Constitution Analysis
2268314895,FALSE,finalized,3,5/2/2019 3:54,gender_generalization,1,,,,,"Do not give an unconscious person a stimulant, as he cannot swallow, and it will run down his windpipe and choke him.",boy scouts 
2268314896,FALSE,finalized,3,5/2/2019 12:33,gender_generalization,0.6792,,,,,"Doctor Raffles once said, {245} I have made it a rule never to be with a person ten minutes without trying to make him happier.",boy scouts 
2268314897,FALSE,finalized,3,5/2/2019 3:31,gender_generalization,0.6798,,,,,"Don't wait until he arrives, however, to do something for the injured person.",boy scouts 
2268314898,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,1,,,,,Doubtless it was the very hardships of life that made him what he was.,boy scouts 
2268314899,FALSE,finalized,3,5/2/2019 3:23,not_a_gender_generalization,0.6747,,,,,"Down to this time, at least, it was clear law that, if a person accepted the possession of goods to keep for another even as a favor, and lost them by wrongful taking, wholly without his fault, he was bound to make good the loss, unless when he took possession he expressly stipulated against such a responsibility.",Common Law
2268314900,FALSE,finalized,3,5/2/2019 3:46,not_a_gender_generalization,1,,,,,Dzierzon appears to have been the first to ascertain the truth on this subject; and his discovery must certainly be ranked as unfolding one of the most astonishing facts in all the range of animated nature.,honey bee
2268314901,FALSE,finalized,3,5/2/2019 3:38,not_a_gender_generalization,1,,,,,Dzierzon modestly disclaimed the idea of having attained perfection in his hive.,honey bee
2268314902,FALSE,finalized,3,5/2/2019 4:08,gender_generalization,1,,,,,Each scout must collect and hand in his tennis balls after the game.,boy scouts 
2268314903,FALSE,finalized,3,5/2/2019 3:54,gender_generalization,1,,,,,"Each Scout should carry her knapsack on her back, to leave the hands free.",girl scouts
2268314904,FALSE,finalized,3,5/2/2019 3:43,not_a_gender_generalization,0.6911,,,,,"Each scout then in turn whispers to the umpire which man, {309} made the original track--describing him by his number in filing past.",boy scouts 
2268314905,FALSE,finalized,3,5/2/2019 4:24,gender_generalization,0.6435,,,,,Each tries to put the other off his barrel.,boy scouts 
2268314906,FALSE,finalized,3,5/2/2019 3:53,not_a_gender_generalization,1,,,,,Earlier Justice Jackson had declared that this phase of treason consists of two elements: adherence to the enemy; and rendering him aid and comfort.,Constitution Analysis
2268314907,FALSE,finalized,3,5/2/2019 4:12,not_a_gender_generalization,0.3426,,,,,"Earlier, such actions had rested upon the common law, which was fairly uniform throughout the States, so that there was usually little discrepancy between the law under which the plaintiff from another jurisdiction brought his action (_lex loci_) and the law under which the defendant responded (_lex fori_).",Constitution Analysis
2268314908,FALSE,finalized,3,5/2/2019 3:51,not_a_gender_generalization,1,,,,,"Early in October, 1950 President Harold Stassen of the University of Pennsylvania announced that he had written Premier Stalin offering to confer with him respecting issues between the two governments.",Constitution Analysis
2268314909,FALSE,finalized,3,5/2/2019 4:25,gender_generalization,1,,,,,"EDIBLE WILD PLANTS No one truly knows the woods until he can find with certainty a number of wild plants that furnish good food for man in the season when food is scarce; that is, in the winter or early spring.",girl scouts
2268314910,FALSE,finalized,3,5/2/2019 4:19,not_a_gender_generalization,0.6899,,,,,"Either send for the doctor or take the patient to him, as there may be a developing abscess which needs to be opened.",girl scouts
2268314911,FALSE,finalized,3,5/2/2019 4:25,not_a_gender_generalization,0.6335,,,,,"Either the bees are aware of the approaching end of their aged mother, and take seasonable precautions to rear a successor; or else she dies very suddenly, so as to leave behind her, brood of a suitable age.",honey bee
2268314912,FALSE,finalized,3,5/2/2019 3:43,not_a_gender_generalization,0.6911,,,,,Ellsworth of Connecticut wished to see his _name or place_ inserted in the enacting clause of statutes.,Constitution Analysis
2268314913,FALSE,finalized,3,5/2/2019 3:54,gender_generalization,0.6809,,,,,"Emphasizing that there were no exceptional circumstances * * * present, the majority asserted that it rather overstrains our credulity to believe that [such a defendant would be ignorant] of his right [to request and] to engage counsel.",Constitution Analysis
2268314914,FALSE,finalized,3,5/2/2019 12:29,not_a_gender_generalization,0.6532,,,,,"Employing this standard of appraisal, the majority therefore concluded that no harm or damage had been done to the accused by reason of his failure to be present when the jury viewed the site of the murder.",Constitution Analysis
2268314915,FALSE,finalized,3,5/2/2019 3:52,not_a_gender_generalization,0.6576,,,,,"Especially has his role as Commander in Chief in wartime drawn nourishment from the same source, in recent years.",Constitution Analysis
2268314916,FALSE,finalized,3,5/2/2019 2:39,gender_generalization,0.6838,,,,,"'Even interstate business must pay its way,' * * * and the bare fact that one is carrying on interstate commerce does not relieve him from many forms of State taxation which add to the cost of his business.",Constitution Analysis
2268314917,FALSE,finalized,3,5/2/2019 4:21,gender_generalization,0.6609,,,,,"Even the most careful and experienced Apiarian will find, too often, that although he is perfectly well aware of the plague that is reigning within, his knowledge can be turned to no good account, the interior of the hive being almost as inaccessible as the interior of the human body.",honey bee
2268314918,FALSE,finalized,3,5/2/2019 3:08,not_a_gender_generalization,0.6711,,,,,"Even the Sabbath cannot be observed as a day of rest; and often, instead of being able to go to the House of God, the bee-keeper is compelled to labor among his bees, as hard as on other days, or even harder.",honey bee
2268314919,FALSE,finalized,3,5/2/2019 4:06,not_a_gender_generalization,0.671,,,,,"Even the strongest horse could not pull a wagon with his teeth very far, or pull something tied only to the back leg muscles.",girl scouts
2268314920,FALSE,finalized,3,5/2/2019 12:30,gender_generalization,1,,,,,Evening red and morning gray           Sends the traveler on his way.,girl scouts
2268314921,FALSE,finalized,3,5/2/2019 3:57,gender_generalization,1,,,,,"Every colony which has a new queen, should be watched, in order that the Apiarian may be seasonably apprised of her loss.",honey bee
2268314922,FALSE,finalized,3,5/2/2019 3:30,gender_generalization,1,,,,,"Every farmer and gardener must cultivate his crops and fight the weeds which are always crowding out the plants he is trying to raise, and in this fight he is helped by a great many birds of various kinds.",girl scouts
2268314923,FALSE,finalized,3,5/2/2019 4:17,gender_generalization,1,,,,,Every good citizen should feel that his public duty is an important private business.,Business Hints for Men and Women
2268314924,FALSE,finalized,3,5/2/2019 4:10,gender_generalization,0.6814,,,,,"Every hive which contains a young queen, ought to be examined about a week after she has hatched, (see Chapter on Loss of the Queen,) in order to ascertain that she has been impregnated, and has begun to lay eggs.",honey bee
2268314925,FALSE,finalized,3,5/2/2019 3:54,gender_generalization,1,,,,,"Every one agrees that it is not necessary to have always a present power over the thing, otherwise one could only possess what was under his hand.",Common Law
2268314926,FALSE,finalized,3,5/2/2019 3:48,gender_generalization,0.6531,,,,,"Every time a member is struck he is dead, and takes his place among those of the circle.",boy scouts 
2268314927,FALSE,finalized,3,5/2/2019 4:12,gender_generalization,0.6784,,,,,"Except where the authority of the licensing officer is so closely limited as to leave no room for discrimination against utterances he does not approve,[165] the Supreme Court has struck down licensing ordinances, even in respect of a form of communication which may be prohibited entirely.",Constitution Analysis
2268314928,FALSE,finalized,3,5/2/2019 3:36,gender_generalization,0.6471,,,,,Experience has shown that she hesitates to break it.,girl scouts
2268314929,FALSE,finalized,3,5/2/2019 12:38,gender_generalization,0.6662,,,,,Fair Play:      Scorning to take unfair advantage of a rival and                 readiness even to give up an advantage to him.,boy scouts 
2268314930,FALSE,finalized,3,5/2/2019 3:28,not_a_gender_generalization,0.6711,,,,,"Find a good honest lawyer, despite sneers to the contrary, we believe most men in the profession are of this character, and ask his advice, and pay for his help if papers are to be drawn.",Business Hints for Men and Women
2268314931,FALSE,finalized,3,5/2/2019 3:30,not_a_gender_generalization,0.6826,,,,,Find out where the mother-fish lays her eggs.,girl scouts
2268314932,FALSE,finalized,3,5/2/2019 14:40,gender_generalization,1,,,,,"Fits A person in a fit first has convulsive movements of the body, then he usually becomes unconscious.",boy scouts 
2268314933,FALSE,finalized,3,5/2/2019 3:06,not_a_gender_generalization,0.6505,,,,,FOOTNOTES: [1] The author of this work regrets that his experience does not enable him to speak with such absolute confidence as to the character of all the bee keepers whom he has known.,honey bee
2268314934,FALSE,finalized,3,5/2/2019 16:29,not_a_gender_generalization,1,,,,,"For fear that any of my readers might suspect Mr Holbrook of looking at the white clover, through a pair of _bee-spectacles_, I would add that although he has ten acres of it in mowing, he has no bees, and has never particularly interested himself in this branch of rural economy.",honey bee
2268314935,FALSE,finalized,3,5/2/2019 3:54,not_a_gender_generalization,0.6536,,,,,"For instance, lighting a match with intent to set fire to a haystack has been held to amount to a criminal attempt to burn it, although the defendant blew out the match on seeing that he was watched.",Common Law
2268314936,FALSE,finalized,3,5/2/2019 16:29,not_a_gender_generalization,0.6823,,,,,"For instance, when a man does the series of acts called [153] walking, it is assumed for all purposes of responsibility that he knows the earth is under his feet.",Common Law
2268314937,FALSE,finalized,3,5/2/2019 4:21,not_a_gender_generalization,1,,,,,For it can hardly be supposed that a man's responsibility for the consequences of his acts varies as the remedy happens to fall on one side or the other of the penumbra which separates trespass from the action on the case.,Common Law
2268314938,FALSE,finalized,3,5/2/2019 3:30,gender_generalization,0.6275,,,,,For it is not disputed that the modern executor derives his characteristics from the Roman heir.,Common Law
2268314939,FALSE,finalized,3,5/2/2019 3:18,gender_generalization,0.6798,,,,,For the faithful execution of such laws the President has back of him not only each general law-enforcement power conferred by the various acts of Congress but the aggregate of all such laws plus that wide discretion as to method vested in him by the Constitution for the purpose of executing the laws.,Constitution Analysis
2268314940,FALSE,finalized,3,5/2/2019 3:30,not_a_gender_generalization,1,,,,,for the Roman Caesar upon his lips.,boy scouts 
2268314941,FALSE,finalized,3,5/2/2019 4:10,gender_generalization,0.6772,,,,,"Forever closed the impenetrable door,     It naught avails that in his torpid veins     Year after year, life's loitering spark remains.",honey bee
2268314942,FALSE,finalized,3,5/2/2019 4:22,gender_generalization,0.6268,,,,,Fraud would perhaps have made the contract valid at his option.,Common Law
2268314943,FALSE,finalized,3,5/2/2019 14:40,gender_generalization,0.6346,,,,,"Friendliness:   The disposition to make everyone you meet feel at                 ease, and to be of service to him if possible.",boy scouts 
2268314944,FALSE,finalized,3,5/2/2019 12:35,not_a_gender_generalization,1,,,,,"From the account Dr. Berg gave me, I felt assured that you had devised substantially the _same system_ as that so successfully pursued by Mr Dzierzon; but how far _your hive_ resembled his I was unable to judge from description alone.",honey bee
2268314945,FALSE,finalized,3,5/2/2019 3:57,gender_generalization,1,,,,,"From this it was but a step to extend the same form of action to all cases of loss by a bailee, and so avoid the defendant's right to wage his law.",Common Law
2268314946,FALSE,finalized,3,5/2/2019 3:08,gender_generalization,0.6711,,,,,"From time immemorial, one's reputation has been determined in part by the company he keeps.",Constitution Analysis
2268314947,FALSE,finalized,3,5/2/2019 3:43,gender_generalization,0.6643,,,,,"Furthermore, as formerly the defendant's public calling had the same effect as an assumpsit for the purpose of charging him in tort, it seems now to have been thought an equally good substitute for a special promise, in order to charge him in assumpsit.",Common Law
2268314948,FALSE,finalized,3,5/2/2019 2:52,not_a_gender_generalization,0.6554,,,,,"Furthermore, the Supreme Court will, in the exercise of a sound discretion, issue a writ of mandamus to compel a federal court to remand to a State court a prosecution of a federal officer removed to it, when it appears that the officer in question, in seeking removal, failed to make a candid, specific, and positive explanation of his relation to the transaction giving rise to the crime for which he was indicted.",Constitution Analysis
2268314949,FALSE,finalized,3,5/2/2019 12:39,not_a_gender_generalization,0.6863,,,,,"Gas is lighter than air, and therefore will not be found close to the floor and it will often be possible to crawl out when one would be overcome by the gas if he tried to walk out.",girl scouts
2268314950,FALSE,finalized,3,5/2/2019 3:42,not_a_gender_generalization,1,,,,,"General Suggestions If the Girl Scout who is preparing for her examination will look back over the menus which have been suggested, she will notice that milk is emphasized.",girl scouts
2268314951,FALSE,finalized,3,5/2/2019 16:29,not_a_gender_generalization,0.6823,,,,,"Give me the same latitude claimed by such objectors, and I can easily prove that a man is under no obligation to receive any of the wonders in the economy of the bee-hive, although he is himself an intelligent eye-witness that they are all substantial verities.",honey bee
2268314952,FALSE,finalized,3,5/2/2019 3:27,gender_generalization,1,,,,,Great cleanliness is necessary not only for her own protection but to prevent illness spreading.,girl scouts
2268314953,FALSE,finalized,3,5/2/2019 3:48,gender_generalization,1,,,,,"Hard spurring is just so much more likely to lead to harm than merely riding a horse in the street, that the court thought that the defendant would be bound to look out for the consequences of the one, while it would not hold him liable for those resulting merely from the other; [94] because the possibility of being run away with when riding quietly, though familiar, is comparatively slight.",Common Law
2268314954,FALSE,finalized,3,5/2/2019 4:11,not_a_gender_generalization,1,,,,,"Have attracted at least three kinds of birds, exclusive of the English sparrow, to a lunch counter which he has supplied.",boy scouts 
2268314955,FALSE,finalized,3,5/2/2019 12:59,gender_generalization,0.6784,,,,,Have satisfactorily passed the requirements to receive a license to operate an automobile in the community in which he lives.,boy scouts 
